"Time","Temperature_C"
14/03/2021 15:,20.73
14/03/2021 16:,20.62
14/03/2021 17:,20.6
14/03/2021 18:,20.47
14/03/2021 19:,20.35
14/03/2021 20:,20.22
14/03/2021 21:,20.11
14/03/2021 22:,20.01
14/03/2021 23:,19.99
15/03/2021 00:,19.88
15/03/2021 01:,19.86
15/03/2021 02:,19.74
15/03/2021 03:,19.75
15/03/2021 04:,19.64
15/03/2021 05:,19.62
15/03/2021 06:,19.54
15/03/2021 07:,19.51
15/03/2021 08:,19.62
15/03/2021 09:,19.76
15/03/2021 10:,20.11
15/03/2021 11:,20.47
15/03/2021 12:,20.75
15/03/2021 13:,21.08
15/03/2021 14:,21.21
15/03/2021 15:,21.33
15/03/2021 16:,21.33
15/03/2021 17:,21.29
15/03/2021 18:,21.08
15/03/2021 19:,20.96
15/03/2021 20:,20.83
15/03/2021 21:,20.71
15/03/2021 22:,20.59
15/03/2021 23:,20.47
16/03/2021 00:,20.35
16/03/2021 01:,20.24
16/03/2021 02:,20.23
16/03/2021 03:,20.14
16/03/2021 04:,20.11
16/03/2021 05:,20.1
16/03/2021 06:,20.01
16/03/2021 07:,19.99
16/03/2021 08:,20.1
16/03/2021 09:,20.23
16/03/2021 10:,20.23
16/03/2021 11:,20.36
16/03/2021 12:,20.72
16/03/2021 13:,20.83
16/03/2021 14:,20.84
16/03/2021 15:,20.98
16/03/2021 16:,20.96
16/03/2021 17:,20.95
16/03/2021 18:,20.74
16/03/2021 19:,20.6
16/03/2021 20:,20.47
16/03/2021 21:,20.35
16/03/2021 22:,20.23
16/03/2021 23:,20.23
17/03/2021 00:,20.11
17/03/2021 01:,20.02
17/03/2021 02:,19.99
17/03/2021 03:,19.87
17/03/2021 04:,19.86
17/03/2021 05:,19.85
17/03/2021 06:,19.74
17/03/2021 07:,19.74
17/03/2021 08:,19.84
17/03/2021 09:,19.99
17/03/2021 10:,20.11
17/03/2021 11:,20.37
17/03/2021 12:,20.59
17/03/2021 13:,20.83
17/03/2021 14:,20.96
17/03/2021 15:,21.08
17/03/2021 16:,21.07
17/03/2021 17:,20.96
17/03/2021 18:,20.84
17/03/2021 19:,20.72
17/03/2021 20:,20.6
17/03/2021 21:,20.47
17/03/2021 22:,20.35
17/03/2021 23:,20.25
18/03/2021 00:,20.13
18/03/2021 01:,20.11
18/03/2021 02:,19.99
18/03/2021 03:,19.98
18/03/2021 04:,19.87
18/03/2021 05:,19.86
18/03/2021 06:,19.87
18/03/2021 07:,19.87
18/03/2021 08:,19.86
18/03/2021 09:,19.99
18/03/2021 10:,20.11
18/03/2021 11:,20.35
18/03/2021 12:,20.72
18/03/2021 13:,21.06
18/03/2021 14:,21.08
18/03/2021 15:,21.09
18/03/2021 16:,21.19
18/03/2021 17:,21.08
18/03/2021 18:,20.84
18/03/2021 19:,20.6971428571429
18/03/2021 20:,20.5525
18/03/2021 21:,20.39
18/03/2021 22:,20.2075
18/03/2021 23:,20.0775
19/03/2021 00:,19.9525
19/03/2021 01:,19.8375
19/03/2021 02:,19.73
19/03/2021 03:,19.685
19/03/2021 04:,19.635
19/03/2021 05:,19.6025
19/03/2021 06:,19.5375
19/03/2021 07:,19.5
19/03/2021 08:,19.53
19/03/2021 09:,19.68
19/03/2021 10:,19.95
19/03/2021 11:,20.285
19/03/2021 12:,20.57
19/03/2021 13:,20.9
19/03/2021 14:,21.11
19/03/2021 15:,21.215
19/03/2021 16:,21.245
19/03/2021 17:,21.155
19/03/2021 18:,20.9775
19/03/2021 19:,20.8175
19/03/2021 20:,20.69
19/03/2021 21:,20.555
19/03/2021 22:,20.3875
19/03/2021 23:,20.245
20/03/2021 00:,20.08
20/03/2021 01:,19.96
20/03/2021 02:,19.845
20/03/2021 03:,19.765
20/03/2021 04:,19.75
20/03/2021 05:,19.7225
20/03/2021 06:,19.64
20/03/2021 07:,19.6625
20/03/2021 08:,19.73
20/03/2021 09:,19.7375
20/03/2021 10:,19.8175
20/03/2021 11:,20.0275
20/03/2021 12:,20.2225
20/03/2021 13:,20.5325
20/03/2021 14:,20.7475
20/03/2021 15:,20.8275
20/03/2021 16:,20.795
20/03/2021 17:,20.69
20/03/2021 18:,20.5375
20/03/2021 19:,20.3175
20/03/2021 20:,20.1625
20/03/2021 21:,19.9575
20/03/2021 22:,19.83
20/03/2021 23:,19.71
21/03/2021 00:,19.59
21/03/2021 01:,19.47
21/03/2021 02:,19.3475
21/03/2021 03:,19.25
21/03/2021 04:,19.22
21/03/2021 05:,19.1025
21/03/2021 06:,19.0175
21/03/2021 07:,18.9875
21/03/2021 08:,18.9425
21/03/2021 09:,19.04
21/03/2021 10:,19.18
21/03/2021 11:,19.4025
21/03/2021 12:,19.7125
21/03/2021 13:,20.08
21/03/2021 14:,20.38
21/03/2021 15:,20.5025
21/03/2021 16:,20.6
21/03/2021 17:,20.56
21/03/2021 18:,20.3875
21/03/2021 19:,20.2
21/03/2021 20:,20.08
21/03/2021 21:,19.9575
21/03/2021 22:,19.83
21/03/2021 23:,19.74
22/03/2021 00:,19.7125
22/03/2021 01:,19.6275
22/03/2021 02:,19.59
22/03/2021 03:,19.48
22/03/2021 04:,19.4375
22/03/2021 05:,19.465
22/03/2021 06:,19.3875
22/03/2021 07:,19.41
22/03/2021 08:,19.53
22/03/2021 09:,19.675
22/03/2021 10:,19.9075
22/03/2021 11:,20.17
22/03/2021 12:,20.41
22/03/2021 13:,20.625
22/03/2021 14:,20.7575
22/03/2021 15:,20.84
22/03/2021 16:,20.825
22/03/2021 17:,20.735
22/03/2021 18:,20.5425
22/03/2021 19:,20.365
22/03/2021 20:,20.32
22/03/2021 21:,20.2
22/03/2021 22:,20.08
22/03/2021 23:,19.99
23/03/2021 00:,19.96
23/03/2021 01:,19.8675
23/03/2021 02:,19.86
23/03/2021 03:,19.8325
23/03/2021 04:,19.7475
23/03/2021 05:,19.71
23/03/2021 06:,19.6125
23/03/2021 07:,19.5675
23/03/2021 08:,19.53
23/03/2021 09:,19.6525
23/03/2021 10:,19.8075
23/03/2021 11:,20.0475
23/03/2021 12:,20.305
23/03/2021 13:,20.5025
23/03/2021 14:,20.63
23/03/2021 15:,20.745
23/03/2021 16:,20.795
23/03/2021 17:,20.69
23/03/2021 18:,20.5675
23/03/2021 19:,20.44
23/03/2021 20:,20.32
23/03/2021 21:,20.2
23/03/2021 22:,20.08
23/03/2021 23:,19.96
24/03/2021 00:,19.845
24/03/2021 01:,19.765
24/03/2021 02:,19.7475
24/03/2021 03:,19.7125
24/03/2021 04:,19.6275
24/03/2021 05:,19.6025
24/03/2021 06:,19.5375
24/03/2021 07:,19.5175
24/03/2021 08:,19.615
24/03/2021 09:,19.81
24/03/2021 10:,20.08
24/03/2021 11:,20.4325
24/03/2021 12:,20.75
24/03/2021 13:,21.02
24/03/2021 14:,21.2275
24/03/2021 15:,21.31
24/03/2021 16:,21.2825
24/03/2021 17:,21.14
24/03/2021 18:,20.93
24/03/2021 19:,20.8075
24/03/2021 20:,20.68
24/03/2021 21:,20.56
24/03/2021 22:,20.4475
24/03/2021 23:,20.3725
25/03/2021 00:,20.32
25/03/2021 01:,20.225
25/03/2021 02:,20.185
25/03/2021 03:,20.0925
25/03/2021 04:,20.0275
25/03/2021 05:,19.99
25/03/2021 06:,19.9875
25/03/2021 07:,19.9825
25/03/2021 08:,20.045
25/03/2021 09:,20.2725
25/03/2021 10:,20.525
25/03/2021 11:,20.81
25/03/2021 12:,21.14
25/03/2021 13:,21.38
25/03/2021 14:,21.5925
25/03/2021 15:,21.69
25/03/2021 16:,21.67
25/03/2021 17:,21.5675
25/03/2021 18:,21.38
25/03/2021 19:,21.17
25/03/2021 20:,21.05
25/03/2021 21:,20.9275
25/03/2021 22:,20.8
25/03/2021 23:,20.68
26/03/2021 00:,20.56
26/03/2021 01:,20.445
26/03/2021 02:,20.365
26/03/2021 03:,20.32
26/03/2021 04:,20.23
26/03/2021 05:,20.2125
26/03/2021 06:,20.1475
26/03/2021 07:,20.14
26/03/2021 08:,20.26
26/03/2021 09:,20.1525
26/03/2021 10:,19.3625
26/03/2021 11:,19.4375
26/03/2021 12:,21.515
26/03/2021 13:,21.7875
26/03/2021 14:,21.96
26/03/2021 15:,22.0775
26/03/2021 16:,22.1325
26/03/2021 17:,21.9925
26/03/2021 18:,21.785
26/03/2021 19:,21.62
26/03/2021 20:,21.41
26/03/2021 21:,21.29
26/03/2021 22:,21.17
26/03/2021 23:,21.0475
27/03/2021 00:,20.95
27/03/2021 01:,20.9225
27/03/2021 02:,20.8375
27/03/2021 03:,20.8025
27/03/2021 04:,20.72
27/03/2021 05:,20.69
27/03/2021 06:,20.5975
27/03/2021 07:,20.5925
27/03/2021 08:,20.605
27/03/2021 09:,20.645
27/03/2021 10:,20.78
27/03/2021 11:,21.02
27/03/2021 12:,21.23
27/03/2021 13:,21.38
27/03/2021 14:,21.59
27/03/2021 15:,21.68
27/03/2021 16:,21.65
27/03/2021 17:,21.5325
27/03/2021 18:,21.42
27/03/2021 19:,21.315
27/03/2021 20:,21.2525
27/03/2021 21:,21.17
27/03/2021 22:,21.0525
27/03/2021 23:,20.9675
28/03/2021 00:,20.93
28/03/2021 01:,20.83
28/03/2021 02:,20.805
28/03/2021 03:,20.78
28/03/2021 04:,20.72
28/03/2021 05:,20.705
28/03/2021 06:,20.6525
28/03/2021 07:,20.6525
28/03/2021 08:,20.72
28/03/2021 09:,20.7525
28/03/2021 10:,20.8825
28/03/2021 11:,21.065
28/03/2021 12:,21.4125
28/03/2021 13:,21.7475
28/03/2021 14:,21.9525
28/03/2021 15:,22.05
28/03/2021 16:,22.05
28/03/2021 17:,21.99
28/03/2021 18:,21.7725
28/03/2021 19:,21.605
28/03/2021 20:,21.41
28/03/2021 21:,21.265
28/03/2021 22:,21.065
28/03/2021 23:,20.93
29/03/2021 00:,20.81
29/03/2021 01:,20.695
29/03/2021 02:,20.615
29/03/2021 03:,20.5675
29/03/2021 04:,20.4575
29/03/2021 05:,20.4025
29/03/2021 06:,20.35
29/03/2021 07:,20.35
29/03/2021 08:,20.3825
29/03/2021 09:,20.545
29/03/2021 10:,20.825
29/03/2021 11:,21.17
29/03/2021 12:,21.505
29/03/2021 13:,21.7575
29/03/2021 14:,21.975
29/03/2021 15:,22.125
29/03/2021 16:,22.14
29/03/2021 17:,22.02
29/03/2021 18:,21.87
29/03/2021 19:,21.6575
29/03/2021 20:,21.515
29/03/2021 21:,21.335
29/03/2021 22:,21.17
29/03/2021 23:,21.05
30/03/2021 00:,20.9275
30/03/2021 01:,20.805
30/03/2021 02:,20.725
30/03/2021 03:,20.6825
30/03/2021 04:,20.57
30/03/2021 05:,20.4775
30/03/2021 06:,20.4425
30/03/2021 07:,20.36
30/03/2021 08:,20.42
30/03/2021 09:,20.6675
30/03/2021 10:,20.9725
30/03/2021 11:,21.35
30/03/2021 12:,21.65
30/03/2021 13:,21.9675
30/03/2021 14:,22.155
30/03/2021 15:,22.29
30/03/2021 16:,22.26
30/03/2021 17:,22.14
30/03/2021 18:,21.9875
30/03/2021 19:,21.745
30/03/2021 20:,21.545
30/03/2021 21:,21.41
30/03/2021 22:,21.29
30/03/2021 23:,21.17
31/03/2021 00:,21.05
31/03/2021 01:,20.9325
31/03/2021 02:,20.8325
31/03/2021 03:,20.7625
31/03/2021 04:,20.6825
31/03/2021 05:,20.5975
31/03/2021 06:,20.575
31/03/2021 07:,20.5475
31/03/2021 08:,20.6325
31/03/2021 09:,20.8075
31/03/2021 10:,21.11
31/03/2021 11:,21.41
31/03/2021 12:,21.7425
31/03/2021 13:,21.99
31/03/2021 14:,22.2025
31/03/2021 15:,22.315
31/03/2021 16:,22.3425
31/03/2021 17:,22.23
31/03/2021 18:,21.99
31/03/2021 19:,21.7775
31/03/2021 20:,21.6425
31/03/2021 21:,21.48
31/03/2021 22:,21.2975
31/03/2021 23:,21.17
01/04/2021 00:,21.0525
01/04/2021 01:,20.965
01/04/2021 02:,20.9225
01/04/2021 03:,20.81
01/04/2021 04:,20.7175
01/04/2021 05:,20.705
01/04/2021 06:,20.695
01/04/2021 07:,20.7125
01/04/2021 08:,20.75
01/04/2021 09:,20.9
01/04/2021 10:,21.14
01/04/2021 11:,21.41
01/04/2021 12:,21.7425
01/04/2021 13:,21.99
01/04/2021 14:,22.1975
01/04/2021 15:,22.2825
01/04/2021 16:,22.26
01/04/2021 17:,22.1125
01/04/2021 18:,21.905
01/04/2021 19:,21.7425
01/04/2021 20:,21.5375
01/04/2021 21:,21.41
01/04/2021 22:,21.29
01/04/2021 23:,21.1675
02/04/2021 00:,21.0425
02/04/2021 01:,20.935
02/04/2021 02:,20.855
02/04/2021 03:,20.825
02/04/2021 04:,20.765
02/04/2021 05:,20.7175
02/04/2021 06:,20.71
02/04/2021 07:,20.7125
02/04/2021 08:,20.75
02/04/2021 09:,20.89
02/04/2021 10:,21.11
02/04/2021 11:,21.41
02/04/2021 12:,21.74
02/04/2021 13:,21.9825
02/04/2021 14:,22.225
02/04/2021 15:,22.395
02/04/2021 16:,22.38
02/04/2021 17:,22.26
02/04/2021 18:,22.1075
02/04/2021 19:,21.885
02/04/2021 20:,21.725
02/04/2021 21:,21.53
02/04/2021 22:,21.41
02/04/2021 23:,21.3075
03/04/2021 00:,21.2525
03/04/2021 01:,21.17
03/04/2021 02:,21.0525
03/04/2021 03:,20.9675
03/04/2021 04:,20.93
03/04/2021 05:,20.83
03/04/2021 06:,20.7775
03/04/2021 07:,20.7125
03/04/2021 08:,20.7475
03/04/2021 09:,20.8425
03/04/2021 10:,20.93
03/04/2021 11:,21.11
03/04/2021 12:,21.2
03/04/2021 13:,21.2025
03/04/2021 14:,21.2375
03/04/2021 15:,21.3525
03/04/2021 16:,21.45
03/04/2021 17:,21.45
03/04/2021 18:,21.42
03/04/2021 19:,21.3275
03/04/2021 20:,21.29
03/04/2021 21:,21.17
03/04/2021 22:,21.05
03/04/2021 23:,20.9475
04/04/2021 00:,20.8825
04/04/2021 01:,20.7475
04/04/2021 02:,20.5625
04/04/2021 03:,20.4475
04/04/2021 04:,20.32
04/04/2021 05:,20.23
04/04/2021 06:,20.2025
04/04/2021 07:,20.1475
04/04/2021 08:,20.2575
04/04/2021 09:,20.3825
04/04/2021 10:,20.5925
04/04/2021 11:,20.93
04/04/2021 12:,21.2625
04/04/2021 13:,21.51
04/04/2021 14:,21.74
04/04/2021 15:,21.8975
04/04/2021 16:,21.89
04/04/2021 17:,21.74
04/04/2021 18:,21.4725
04/04/2021 19:,21.1475
04/04/2021 20:,20.9
04/04/2021 21:,20.66
04/04/2021 22:,20.4475
04/04/2021 23:,20.32
05/04/2021 00:,20.2
05/04/2021 01:,20.085
05/04/2021 02:,20.005
05/04/2021 03:,19.96
05/04/2021 04:,19.87
05/04/2021 05:,19.87
05/04/2021 06:,19.845
05/04/2021 07:,19.795
05/04/2021 08:,19.93
05/04/2021 09:,20.17
05/04/2021 10:,20.4425
05/04/2021 11:,20.81
05/04/2021 12:,21.17
05/04/2021 13:,21.5
05/04/2021 14:,21.7225
05/04/2021 15:,21.87
05/04/2021 16:,21.9
05/04/2021 17:,21.7575
05/04/2021 18:,21.56
05/04/2021 19:,21.38
05/04/2021 20:,21.1575
05/04/2021 21:,20.9825
05/04/2021 22:,20.81
05/04/2021 23:,20.69
06/04/2021 00:,20.5675
06/04/2021 01:,20.4425
06/04/2021 02:,20.355
06/04/2021 03:,20.33
06/04/2021 04:,20.3025
06/04/2021 05:,20.32
06/04/2021 06:,20.3425
06/04/2021 07:,20.3275
06/04/2021 08:,20.3825
06/04/2021 09:,20.5675
06/04/2021 10:,20.8975
06/04/2021 11:,21.185
06/04/2021 12:,21.5025
06/04/2021 13:,21.72
06/04/2021 14:,21.84
06/04/2021 15:,21.925
06/04/2021 16:,21.855
06/04/2021 17:,21.6575
06/04/2021 18:,21.5
06/04/2021 19:,21.2325
06/04/2021 20:,20.88
06/04/2021 21:,20.545
06/04/2021 22:,20.31
06/04/2021 23:,20.17
07/04/2021 00:,20.1025
07/04/2021 01:,20.0575
07/04/2021 02:,19.9875
07/04/2021 03:,19.95
07/04/2021 04:,19.8325
07/04/2021 05:,19.7475
07/04/2021 06:,19.74
07/04/2021 07:,19.7425
07/04/2021 08:,19.7775
07/04/2021 09:,19.90125
07/04/2021 10:,20.06625
07/04/2021 11:,20.23
07/04/2021 12:,20.3725
07/04/2021 13:,20.445
07/04/2021 14:,20.4925
07/04/2021 15:,20.5925
07/04/2021 16:,20.6
07/04/2021 17:,20.5675
07/04/2021 18:,20.44
07/04/2021 19:,20.29
07/04/2021 20:,20.08
07/04/2021 21:,19.96
07/04/2021 22:,19.8575
07/04/2021 23:,19.8
08/04/2021 00:,19.7175
08/04/2021 01:,19.6425
08/04/2021 02:,19.595
08/04/2021 03:,19.515
08/04/2021 04:,19.4725
08/04/2021 05:,19.3875
08/04/2021 06:,19.38
08/04/2021 07:,19.4075
08/04/2021 08:,19.525
08/04/2021 09:,19.72
08/04/2021 10:,20.08
08/04/2021 11:,20.4425
08/04/2021 12:,20.785
08/04/2021 13:,21.035
08/04/2021 14:,21.26
08/04/2021 15:,21.44
08/04/2021 16:,21.4125
08/04/2021 17:,21.2975
08/04/2021 18:,21.14
08/04/2021 19:,20.9275
08/04/2021 20:,20.7775
08/04/2021 21:,20.585
08/04/2021 22:,20.4475
08/04/2021 23:,20.3225
09/04/2021 00:,20.235
09/04/2021 01:,20.1925
09/04/2021 02:,20.08
09/04/2021 03:,19.97
09/04/2021 04:,19.9
09/04/2021 05:,19.8675
09/04/2021 06:,19.835
09/04/2021 07:,19.7875
09/04/2021 08:,19.93
09/04/2021 09:,20.17
09/04/2021 10:,20.4425
09/04/2021 11:,20.81
09/04/2021 12:,21.145
09/04/2021 13:,21.395
09/04/2021 14:,21.6
09/04/2021 15:,21.76
09/04/2021 16:,21.7325
09/04/2021 17:,21.6275
09/04/2021 18:,21.48
09/04/2021 19:,21.26
09/04/2021 20:,21.11
09/04/2021 21:,20.99
09/04/2021 22:,20.8625
09/04/2021 23:,20.74
10/04/2021 00:,20.62
10/04/2021 01:,20.5075
10/04/2021 02:,20.4725
10/04/2021 03:,20.3875
10/04/2021 04:,20.3525
10/04/2021 05:,20.35
10/04/2021 06:,20.2675
10/04/2021 07:,20.2325
10/04/2021 08:,20.23
10/04/2021 09:,20.32
10/04/2021 10:,20.3575
10/04/2021 11:,20.4425
10/04/2021 12:,20.47
10/04/2021 13:,20.47
10/04/2021 14:,20.485
10/04/2021 15:,20.565
10/04/2021 16:,20.59
10/04/2021 17:,20.59
10/04/2021 18:,20.59
10/04/2021 19:,20.575
10/04/2021 20:,20.54
10/04/2021 21:,20.485
10/04/2021 22:,20.47
10/04/2021 23:,20.47
11/04/2021 00:,20.4475
11/04/2021 01:,20.3875
11/04/2021 02:,20.37
11/04/2021 03:,20.355
11/04/2021 04:,20.3575
11/04/2021 05:,20.3525
11/04/2021 06:,20.3575
11/04/2021 07:,20.3525
11/04/2021 08:,20.3725
11/04/2021 09:,20.44
11/04/2021 10:,20.4675
11/04/2021 11:,20.5
11/04/2021 12:,20.5775
11/04/2021 13:,20.69
11/04/2021 14:,20.72
11/04/2021 15:,20.78
11/04/2021 16:,20.83
11/04/2021 17:,20.8325
11/04/2021 18:,20.83
11/04/2021 19:,20.8375
11/04/2021 20:,20.8325
11/04/2021 21:,20.7475
11/04/2021 22:,20.72
11/04/2021 23:,20.72
12/04/2021 00:,20.72
12/04/2021 01:,20.72
12/04/2021 02:,20.72
12/04/2021 03:,20.72
12/04/2021 04:,20.69
12/04/2021 05:,20.656
12/04/2021 06:,20.624
12/04/2021 07:,20.5985714285714
12/04/2021 08:,20.5928571428571
12/04/2021 09:,20.5871428571429
12/04/2021 10:,20.5814285714286
12/04/2021 11:,20.5875
12/04/2021 12:,20.5975
12/04/2021 13:,20.6825
12/04/2021 14:,20.755
12/04/2021 15:,20.815
12/04/2021 16:,20.8375
12/04/2021 17:,20.84
12/04/2021 18:,20.75
12/04/2021 19:,20.63
12/04/2021 20:,20.5925
12/04/2021 21:,20.515
12/04/2021 22:,20.475
12/04/2021 23:,20.3875
13/04/2021 00:,20.3525
13/04/2021 01:,20.3275
13/04/2021 02:,20.26
13/04/2021 03:,20.2325
13/04/2021 04:,20.17
13/04/2021 05:,20.1275
13/04/2021 06:,20.12
13/04/2021 07:,20.195
13/04/2021 08:,20.3175
13/04/2021 09:,20.5225
13/04/2021 10:,20.775
13/04/2021 11:,21.11
13/04/2021 12:,21.4775
13/04/2021 13:,21.84
13/04/2021 14:,22.0275
13/04/2021 15:,22.1425
13/04/2021 16:,22.17
13/04/2021 17:,22.08
13/04/2021 18:,21.87
13/04/2021 19:,21.6225
13/04/2021 20:,21.38
13/04/2021 21:,21.14
13/04/2021 22:,20.96
13/04/2021 23:,20.7625
14/04/2021 00:,20.6275
14/04/2021 01:,20.525
14/04/2021 02:,20.4625
14/04/2021 03:,20.375
14/04/2021 04:,20.26
14/04/2021 05:,20.14
14/04/2021 06:,20.0425
14/04/2021 07:,20.05
14/04/2021 08:,20.1125
14/04/2021 09:,20.37
14/04/2021 10:,20.6525
14/04/2021 11:,20.99
14/04/2021 12:,21.2825
14/04/2021 13:,21.5975
14/04/2021 14:,21.7775
14/04/2021 15:,21.8925
14/04/2021 16:,21.92
14/04/2021 17:,21.7775
14/04/2021 18:,21.6025
14/04/2021 19:,21.38
14/04/2021 20:,21.1475
14/04/2021 21:,20.9925
14/04/2021 22:,20.8625
14/04/2021 23:,20.71
15/04/2021 00:,20.61
15/04/2021 01:,20.5
15/04/2021 02:,20.38
15/04/2021 03:,20.26
15/04/2021 04:,20.155
15/04/2021 05:,20.115
15/04/2021 06:,20.0275
15/04/2021 07:,20.0825
15/04/2021 08:,20.2
15/04/2021 09:,20.41
15/04/2021 10:,20.7475
15/04/2021 11:,21.1175
15/04/2021 12:,21.225
15/04/2021 13:,21.245
15/04/2021 14:,21.3025
15/04/2021 15:,21.3875
15/04/2021 16:,21.4325
15/04/2021 17:,21.44
15/04/2021 18:,21.35
15/04/2021 19:,21.155
15/04/2021 20:,20.995
15/04/2021 21:,20.87
15/04/2021 22:,20.75
15/04/2021 23:,20.6375
16/04/2021 00:,20.5575
16/04/2021 01:,20.4875
16/04/2021 02:,20.38
16/04/2021 03:,20.35
16/04/2021 04:,20.35
16/04/2021 05:,20.26
16/04/2021 06:,20.23
16/04/2021 07:,20.23
16/04/2021 08:,20.2825
16/04/2021 09:,20.435
16/04/2021 10:,20.6525
16/04/2021 11:,20.89
16/04/2021 12:,21.1375
16/04/2021 13:,21.2975
16/04/2021 14:,21.5025
16/04/2021 15:,21.6425
16/04/2021 16:,21.685
16/04/2021 17:,21.6
16/04/2021 18:,21.4725
16/04/2021 19:,21.26
16/04/2021 20:,21.11
16/04/2021 21:,20.9825
16/04/2021 22:,20.8525
16/04/2021 23:,20.655
17/04/2021 00:,20.5025
17/04/2021 01:,20.44
17/04/2021 02:,20.37
17/04/2021 03:,20.2525
17/04/2021 04:,20.1375
17/04/2021 05:,20.0125
17/04/2021 06:,19.8975
17/04/2021 07:,19.8625
17/04/2021 08:,19.95
17/04/2021 09:,20.0775
17/04/2021 10:,20.38
17/04/2021 11:,20.6575
17/04/2021 12:,21.0725
17/04/2021 13:,21.2875
17/04/2021 14:,21.5075
17/04/2021 15:,21.6525
17/04/2021 16:,21.68
17/04/2021 17:,21.5975
17/04/2021 18:,21.4725
17/04/2021 19:,21.26
17/04/2021 20:,21.11
17/04/2021 21:,20.99
17/04/2021 22:,20.7875
17/04/2021 23:,20.6325
18/04/2021 00:,20.57
18/04/2021 01:,20.4925
18/04/2021 02:,20.395
18/04/2021 03:,20.355
18/04/2021 04:,20.2675
18/04/2021 05:,20.2325
18/04/2021 06:,20.2075
18/04/2021 07:,20.2225
18/04/2021 08:,20.3275
18/04/2021 09:,20.5325
18/04/2021 10:,20.7775
18/04/2021 11:,21.11
18/04/2021 12:,21.38
18/04/2021 13:,21.71
18/04/2021 14:,21.8975
18/04/2021 15:,22.0125
18/04/2021 16:,21.995
18/04/2021 17:,21.9425
18/04/2021 18:,21.7725
18/04/2021 19:,21.6
18/04/2021 20:,21.3875
18/04/2021 21:,21.2325
18/04/2021 22:,21.02
18/04/2021 23:,20.87
19/04/2021 00:,20.75
19/04/2021 01:,20.6225
19/04/2021 02:,20.5075
19/04/2021 03:,20.45
19/04/2021 04:,20.3725
19/04/2021 05:,20.305
19/04/2021 06:,20.245
19/04/2021 07:,20.23
19/04/2021 08:,20.41
19/04/2021 09:,20.65
19/04/2021 10:,20.8975
19/04/2021 11:,21.23
19/04/2021 12:,21.5075
19/04/2021 13:,21.84
19/04/2021 14:,21.855
19/04/2021 15:,21.905
19/04/2021 16:,21.8325
19/04/2021 17:,21.6275
19/04/2021 18:,21.4725
19/04/2021 19:,21.2675
19/04/2021 20:,21.12
19/04/2021 21:,21.0075
19/04/2021 22:,20.9575
19/04/2021 23:,20.86
20/04/2021 00:,20.7475
20/04/2021 01:,20.6525
20/04/2021 02:,20.6
20/04/2021 03:,20.5
20/04/2021 04:,20.38
20/04/2021 05:,20.35
20/04/2021 06:,20.26
20/04/2021 07:,20.32
20/04/2021 08:,20.44
20/04/2021 09:,20.6575
20/04/2021 10:,20.99
20/04/2021 11:,21.2080769230769
20/04/2021 12:,21.3788461538462
20/04/2021 13:,21.5496153846154
20/04/2021 14:,21.7203846153846
20/04/2021 15:,21.8911538461538
20/04/2021 16:,22.0619230769231
20/04/2021 17:,22.155
20/04/2021 18:,21.99
20/04/2021 19:,21.75
20/04/2021 20:,21.525
20/04/2021 21:,21.3425
20/04/2021 22:,21.17
20/04/2021 23:,21.05
21/04/2021 00:,20.93
21/04/2021 01:,20.81
21/04/2021 02:,20.69
21/04/2021 03:,20.5675
21/04/2021 04:,20.4675
21/04/2021 05:,20.435
21/04/2021 06:,20.36
21/04/2021 07:,20.3875
21/04/2021 08:,20.53
21/04/2021 09:,20.7725
21/04/2021 10:,21.025
21/04/2021 11:,21.3225
21/04/2021 12:,21.705
21/04/2021 13:,21.99
21/04/2021 14:,22.1725
21/04/2021 15:,22.1775
21/04/2021 16:,22.14
21/04/2021 17:,22
21/04/2021 18:,21.8075
21/04/2021 19:,21.65
21/04/2021 20:,21.53
21/04/2021 21:,21.41
21/04/2021 22:,21.29
21/04/2021 23:,21.17
22/04/2021 00:,21.065
22/04/2021 01:,21.005
22/04/2021 02:,20.9325
22/04/2021 03:,20.8475
22/04/2021 04:,20.8375
22/04/2021 05:,20.805
22/04/2021 06:,20.7275
22/04/2021 07:,20.75
22/04/2021 08:,20.87
22/04/2021 09:,20.99
22/04/2021 10:,21.14
22/04/2021 11:,21.38
22/04/2021 12:,21.62
22/04/2021 13:,21.8625
22/04/2021 14:,22.0825
22/04/2021 15:,22.2075
22/04/2021 16:,22.265
22/04/2021 17:,22.155
22/04/2021 18:,21.99
22/04/2021 19:,21.7575
22/04/2021 20:,21.56
22/04/2021 21:,21.41
22/04/2021 22:,21.29
22/04/2021 23:,21.17
23/04/2021 00:,21.05
23/04/2021 01:,20.93
23/04/2021 02:,20.8225
23/04/2021 03:,20.755
23/04/2021 04:,20.68
23/04/2021 05:,20.5625
23/04/2021 06:,20.48
23/04/2021 07:,20.51
23/04/2021 08:,20.66
23/04/2021 09:,20.93
23/04/2021 10:,21.2775
23/04/2021 11:,21.615
23/04/2021 12:,21.99
23/04/2021 13:,22.2
23/04/2021 14:,22.3125
23/04/2021 15:,22.3875
23/04/2021 16:,22.3925
23/04/2021 17:,22.2975
23/04/2021 18:,22.1325
23/04/2021 19:,21.965
23/04/2021 20:,21.7425
23/04/2021 21:,21.5375
23/04/2021 22:,21.38
23/04/2021 23:,21.17
24/04/2021 00:,21.0575
