"Time","Temperature_C"
06/10/2021 18:,22.105
06/10/2021 19:,21.935
06/10/2021 20:,21.765
06/10/2021 21:,21.645
06/10/2021 22:,21.53
06/10/2021 23:,21.405
07/10/2021 00:,21.33
07/10/2021 01:,21.26
07/10/2021 02:,21.195
07/10/2021 03:,21.135
07/10/2021 04:,21.08
07/10/2021 05:,21.02
07/10/2021 06:,20.96
07/10/2021 07:,20.955
07/10/2021 08:,20.915
07/10/2021 09:,20.92
07/10/2021 10:,20.96
07/10/2021 11:,20.975
07/10/2021 12:,21.045
07/10/2021 13:,21.15
07/10/2021 14:,21.1733333333333
07/10/2021 15:,21.12
07/10/2021 16:,21.0775
07/10/2021 17:,21.07
07/10/2021 18:,21.0425
07/10/2021 19:,20.96
07/10/2021 20:,20.96
07/10/2021 21:,20.9475
07/10/2021 22:,20.8925
07/10/2021 23:,20.84
08/10/2021 00:,20.84
08/10/2021 01:,20.835
08/10/2021 02:,20.8225
08/10/2021 03:,20.8125
08/10/2021 04:,20.75
08/10/2021 05:,20.72
08/10/2021 06:,20.735
08/10/2021 07:,20.795
08/10/2021 08:,20.845
08/10/2021 09:,20.865
08/10/2021 10:,20.945
08/10/2021 11:,21.0525
08/10/2021 12:,21.2375
08/10/2021 13:,21.44
08/10/2021 14:,21.5425
08/10/2021 15:,21.56
08/10/2021 16:,21.56
08/10/2021 17:,21.49
08/10/2021 18:,21.39
08/10/2021 19:,21.21
08/10/2021 20:,21.19
08/10/2021 21:,21.08
08/10/2021 22:,21.08
08/10/2021 23:,21.07
09/10/2021 00:,20.98
09/10/2021 01:,20.96
09/10/2021 02:,20.96
09/10/2021 03:,20.84
09/10/2021 04:,20.84
09/10/2021 05:,20.83
09/10/2021 06:,20.72
09/10/2021 07:,20.71
09/10/2021 08:,20.71
09/10/2021 09:,20.83
09/10/2021 10:,20.98
09/10/2021 11:,21.32
09/10/2021 12:,21.56
09/10/2021 13:,21.68
09/10/2021 14:,21.69
09/10/2021 15:,21.68
09/10/2021 16:,21.68
09/10/2021 17:,21.56
09/10/2021 18:,21.32
09/10/2021 19:,21.2
09/10/2021 20:,21.08
09/10/2021 21:,20.96
09/10/2021 22:,20.84
09/10/2021 23:,20.82
10/10/2021 00:,20.72
10/10/2021 01:,20.71
10/10/2021 02:,20.6
10/10/2021 03:,20.6
10/10/2021 04:,20.59
10/10/2021 05:,20.48
10/10/2021 06:,20.47
10/10/2021 07:,20.4
10/10/2021 08:,20.39
10/10/2021 09:,20.58
10/10/2021 10:,20.72
10/10/2021 11:,20.96
10/10/2021 12:,21.19
10/10/2021 13:,21.34
10/10/2021 14:,21.44
10/10/2021 15:,21.44
10/10/2021 16:,21.44
10/10/2021 17:,21.2
10/10/2021 18:,21.08
10/10/2021 19:,20.97
10/10/2021 20:,20.84
10/10/2021 21:,20.72
10/10/2021 22:,20.72
10/10/2021 23:,20.6
11/10/2021 00:,20.59
11/10/2021 01:,20.59
11/10/2021 02:,20.51
11/10/2021 03:,20.47
11/10/2021 04:,20.47
11/10/2021 05:,20.47
11/10/2021 06:,20.4
11/10/2021 07:,20.375
11/10/2021 08:,20.35
11/10/2021 09:,20.36
11/10/2021 10:,20.47
11/10/2021 11:,20.59
11/10/2021 12:,20.6336363636364
11/10/2021 13:,20.6772727272727
11/10/2021 14:,20.7425
11/10/2021 15:,20.84
11/10/2021 16:,20.86
11/10/2021 17:,20.9
11/10/2021 18:,20.84
11/10/2021 19:,20.84
11/10/2021 20:,20.8275
11/10/2021 21:,20.7725
11/10/2021 22:,20.72
11/10/2021 23:,20.7025
12/10/2021 00:,20.6375
12/10/2021 01:,20.5975
12/10/2021 02:,20.5875
12/10/2021 03:,20.5775
12/10/2021 04:,20.545
12/10/2021 05:,20.475
12/10/2021 06:,20.515
12/10/2021 07:,20.5925
12/10/2021 08:,20.63
12/10/2021 09:,20.75
12/10/2021 10:,20.9
12/10/2021 11:,21.1475
12/10/2021 12:,21.385
12/10/2021 13:,21.545
12/10/2021 14:,21.7325
12/10/2021 15:,21.788
12/10/2021 16:,21.74
12/10/2021 17:,21.692
12/10/2021 18:,21.5
12/10/2021 19:,21.35
12/10/2021 20:,21.2375
12/10/2021 21:,21.1425
12/10/2021 22:,21.09
12/10/2021 23:,20.99
13/10/2021 00:,20.96
13/10/2021 01:,20.9
13/10/2021 02:,20.85
13/10/2021 03:,20.84
13/10/2021 04:,20.7575
13/10/2021 05:,20.7225
13/10/2021 06:,20.675
13/10/2021 07:,20.615
13/10/2021 08:,20.5925
13/10/2021 09:,20.755
13/10/2021 10:,20.9675
13/10/2021 11:,21.245
13/10/2021 12:,21.5
13/10/2021 13:,21.665
13/10/2021 14:,21.79
13/10/2021 15:,21.8875
13/10/2021 16:,21.8275
13/10/2021 17:,21.62
13/10/2021 18:,21.38
13/10/2021 19:,21.1625
13/10/2021 20:,20.9975
13/10/2021 21:,20.78
13/10/2021 22:,20.63
13/10/2021 23:,20.5175
14/10/2021 00:,20.475
14/10/2021 01:,20.38
14/10/2021 02:,20.26
14/10/2021 03:,20.23
14/10/2021 04:,20.14
14/10/2021 05:,20.065
14/10/2021 06:,20.02
14/10/2021 07:,20.085
14/10/2021 08:,20.11
14/10/2021 09:,20.29
14/10/2021 10:,20.4475
14/10/2021 11:,20.6525
14/10/2021 12:,20.8975
14/10/2021 13:,21.05
14/10/2021 14:,21.185
14/10/2021 15:,21.2725
14/10/2021 16:,21.2225
14/10/2021 17:,21.11
14/10/2021 18:,20.9525
14/10/2021 19:,20.8425
14/10/2021 20:,20.7375
14/10/2021 21:,20.62
14/10/2021 22:,20.5225
14/10/2021 23:,20.4775
15/10/2021 00:,20.4475
15/10/2021 01:,20.3725
15/10/2021 02:,20.35
15/10/2021 03:,20.3275
15/10/2021 04:,20.26
15/10/2021 05:,20.2325
15/10/2021 06:,20.2075
15/10/2021 07:,20.1325
15/10/2021 08:,20.11
15/10/2021 09:,20.29
15/10/2021 10:,20.44
15/10/2021 11:,20.6575
15/10/2021 12:,20.99
15/10/2021 13:,21.26
15/10/2021 14:,21.41
15/10/2021 15:,21.53
15/10/2021 16:,21.56
15/10/2021 17:,21.455
15/10/2021 18:,21.255
15/10/2021 19:,21.11
15/10/2021 20:,20.99
15/10/2021 21:,20.87
15/10/2021 22:,20.8325
15/10/2021 23:,20.7475
16/10/2021 00:,20.6975
16/10/2021 01:,20.615
16/10/2021 02:,20.5825
16/10/2021 03:,20.4975
16/10/2021 04:,20.455
16/10/2021 05:,20.375
16/10/2021 06:,20.35
16/10/2021 07:,20.2825
16/10/2021 08:,20.3275
16/10/2021 09:,20.4475
16/10/2021 10:,20.6525
16/10/2021 11:,20.9875
16/10/2021 12:,21.26
16/10/2021 13:,21.4475
16/10/2021 14:,21.6325
16/10/2021 15:,21.6875
16/10/2021 16:,21.69
16/10/2021 17:,21.5925
16/10/2021 18:,21.47
16/10/2021 19:,21.35
16/10/2021 20:,21.23
16/10/2021 21:,21.11
16/10/2021 22:,20.99
16/10/2021 23:,20.8775
17/10/2021 00:,20.835
17/10/2021 01:,20.7475
17/10/2021 02:,20.72
17/10/2021 03:,20.63
17/10/2021 04:,20.6
17/10/2021 05:,20.5925
17/10/2021 06:,20.5525
17/10/2021 07:,20.495
17/10/2021 08:,20.57
17/10/2021 09:,20.6825
17/10/2021 10:,20.89
17/10/2021 11:,21.1525
17/10/2021 12:,21.3925
17/10/2021 13:,21.6225
17/10/2021 14:,21.7775
17/10/2021 15:,21.9
17/10/2021 16:,21.93
17/10/2021 17:,21.765
17/10/2021 18:,21.5975
17/10/2021 19:,21.47
17/10/2021 20:,21.35
17/10/2021 21:,21.23
17/10/2021 22:,21.11
17/10/2021 23:,20.99
18/10/2021 00:,20.9525
18/10/2021 01:,20.8675
18/10/2021 02:,20.84
18/10/2021 03:,20.75
18/10/2021 04:,20.72
18/10/2021 05:,20.645
18/10/2021 06:,20.5975
18/10/2021 07:,20.59
18/10/2021 08:,20.64625
18/10/2021 09:,20.72125
18/10/2021 10:,20.935
18/10/2021 11:,21.24
18/10/2021 12:,21.5
18/10/2021 13:,21.74
18/10/2021 14:,21.8
18/10/2021 15:,21.89
18/10/2021 16:,21.8375
18/10/2021 17:,21.7125
18/10/2021 18:,21.59
18/10/2021 19:,21.4775
18/10/2021 20:,21.36
18/10/2021 21:,21.3225
18/10/2021 22:,21.23
18/10/2021 23:,21.11
19/10/2021 00:,20.99
19/10/2021 01:,20.87
19/10/2021 02:,20.84
19/10/2021 03:,20.7425
19/10/2021 04:,20.62
19/10/2021 05:,20.59
19/10/2021 06:,20.53
19/10/2021 07:,20.48
19/10/2021 08:,20.56
19/10/2021 09:,20.6875
19/10/2021 10:,20.9075
19/10/2021 11:,21.2325
19/10/2021 12:,21.5075
19/10/2021 13:,21.7425
19/10/2021 14:,21.8975
19/10/2021 15:,21.96
19/10/2021 16:,21.9325
19/10/2021 17:,21.755
19/10/2021 18:,21.61
19/10/2021 19:,21.565
19/10/2021 20:,21.47
19/10/2021 21:,21.35
19/10/2021 22:,21.275
19/10/2021 23:,21.215
20/10/2021 00:,21.11
20/10/2021 01:,21.08
20/10/2021 02:,20.99
20/10/2021 03:,20.96
20/10/2021 04:,20.87
20/10/2021 05:,20.84
20/10/2021 06:,20.825
20/10/2021 07:,20.76
20/10/2021 08:,20.8075
20/10/2021 09:,21.01
20/10/2021 10:,21.2575
20/10/2021 11:,21.5075
20/10/2021 12:,21.7425
20/10/2021 13:,21.98
20/10/2021 14:,22.1
20/10/2021 15:,22.1425
20/10/2021 16:,22.075
20/10/2021 17:,21.8925
20/10/2021 18:,21.7275
20/10/2021 19:,21.5925
20/10/2021 20:,21.47
20/10/2021 21:,21.365
20/10/2021 22:,21.325
20/10/2021 23:,21.23
21/10/2021 00:,21.2
21/10/2021 01:,21.125
21/10/2021 02:,21.085
21/10/2021 03:,21.08
21/10/2021 04:,21.08
21/10/2021 05:,21.08
21/10/2021 06:,21.08
21/10/2021 07:,21.08
21/10/2021 08:,21.116
21/10/2021 09:,21.164
21/10/2021 10:,21.23
21/10/2021 11:,21.35
21/10/2021 12:,21.4725
21/10/2021 13:,21.6025
21/10/2021 14:,21.7275
21/10/2021 15:,21.81
21/10/2021 16:,21.8075
21/10/2021 17:,21.7725
21/10/2021 18:,21.6875
21/10/2021 19:,21.6525
21/10/2021 20:,21.5675
21/10/2021 21:,21.5625
21/10/2021 22:,21.5675
21/10/2021 23:,21.5625
22/10/2021 00:,21.5675
22/10/2021 01:,21.56
22/10/2021 02:,21.5625
22/10/2021 03:,21.57
22/10/2021 04:,21.5675
22/10/2021 05:,21.56
22/10/2021 06:,21.5625
22/10/2021 07:,21.5675
22/10/2021 08:,21.5675
22/10/2021 09:,21.615
22/10/2021 10:,21.7325
22/10/2021 11:,21.9375
22/10/2021 12:,22.2
22/10/2021 13:,22.32
22/10/2021 14:,22.41
22/10/2021 15:,22.41
22/10/2021 16:,22.35
22/10/2021 17:,22.1375
22/10/2021 18:,22.0125
22/10/2021 19:,21.8975
22/10/2021 20:,21.77
22/10/2021 21:,21.655
22/10/2021 22:,21.575
22/10/2021 23:,21.53
23/10/2021 00:,21.44
23/10/2021 01:,21.44
23/10/2021 02:,21.44
23/10/2021 03:,21.4375
23/10/2021 04:,21.4325
23/10/2021 05:,21.42
23/10/2021 06:,21.35
23/10/2021 07:,21.32
23/10/2021 08:,21.3475
23/10/2021 09:,21.465
23/10/2021 10:,21.5975
23/10/2021 11:,21.71
23/10/2021 12:,21.83
23/10/2021 13:,21.9525
23/10/2021 14:,22.0575
23/10/2021 15:,22.0725
23/10/2021 16:,22.0325
23/10/2021 17:,21.9525
23/10/2021 18:,21.8525
23/10/2021 19:,21.77
23/10/2021 20:,21.65
23/10/2021 21:,21.535
23/10/2021 22:,21.4475
23/10/2021 23:,21.3875
24/10/2021 00:,21.29
24/10/2021 01:,21.1975
24/10/2021 02:,21.165
24/10/2021 03:,21.0875
24/10/2021 04:,21.08
24/10/2021 05:,21.06
24/10/2021 06:,20.99
24/10/2021 07:,20.96
24/10/2021 08:,20.96
24/10/2021 09:,20.9875
24/10/2021 10:,21.1175
24/10/2021 11:,21.33
24/10/2021 12:,21.5775
24/10/2021 13:,21.72
24/10/2021 14:,21.8375
24/10/2021 15:,21.8925
24/10/2021 16:,21.7775
24/10/2021 17:,21.6225
24/10/2021 18:,21.4175
24/10/2021 19:,21.29
24/10/2021 20:,21.17
24/10/2021 21:,21.08
24/10/2021 22:,21.0525
24/10/2021 23:,20.9675
25/10/2021 00:,20.9575
25/10/2021 01:,20.9225
25/10/2021 02:,20.84
25/10/2021 03:,20.8125
25/10/2021 04:,20.7275
25/10/2021 05:,20.72
25/10/2021 06:,20.7175
25/10/2021 07:,20.7125
25/10/2021 08:,20.72
25/10/2021 09:,20.7575
25/10/2021 10:,20.9225
25/10/2021 11:,21.11
25/10/2021 12:,21.23
25/10/2021 13:,21.35
25/10/2021 14:,21.44
25/10/2021 15:,21.44
25/10/2021 16:,21.44
25/10/2021 17:,21.4175
25/10/2021 18:,21.3425
25/10/2021 19:,21.32
25/10/2021 20:,21.3125
25/10/2021 21:,21.27
25/10/2021 22:,21.2075
25/10/2021 23:,21.2
26/10/2021 00:,21.2
26/10/2021 01:,21.1825
26/10/2021 02:,21.1175
26/10/2021 03:,21.08
26/10/2021 04:,21.0725
26/10/2021 05:,21.0275
26/10/2021 06:,20.96
26/10/2021 07:,20.96
26/10/2021 08:,20.9875
26/10/2021 09:,21.0725
26/10/2021 10:,21.11
26/10/2021 11:,21.23
26/10/2021 12:,21.375
26/10/2021 13:,21.5525
26/10/2021 14:,21.615
26/10/2021 15:,21.695
26/10/2021 16:,21.7025
26/10/2021 17:,21.65
26/10/2021 18:,21.53
26/10/2021 19:,21.4125
26/10/2021 20:,21.3275
26/10/2021 21:,21.29
26/10/2021 22:,21.2
26/10/2021 23:,21.17
27/10/2021 00:,21.0775
27/10/2021 01:,21.0425
27/10/2021 02:,20.96
27/10/2021 03:,20.93
27/10/2021 04:,20.84
27/10/2021 05:,20.84
27/10/2021 06:,20.8375
27/10/2021 07:,20.8325
27/10/2021 08:,20.84
27/10/2021 09:,20.895
27/10/2021 10:,21.0975
27/10/2021 11:,21.2725
27/10/2021 12:,21.5475
27/10/2021 13:,21.8375
27/10/2021 14:,21.9225
27/10/2021 15:,21.93
27/10/2021 16:,21.8975
27/10/2021 17:,21.77
27/10/2021 18:,21.65
27/10/2021 19:,21.5225
27/10/2021 20:,21.3725
27/10/2021 21:,21.245
27/10/2021 22:,21.1675
27/10/2021 23:,21.0425
28/10/2021 00:,20.9525
28/10/2021 01:,20.905
28/10/2021 02:,20.805
28/10/2021 03:,20.7275
28/10/2021 04:,20.695
28/10/2021 05:,20.6125
28/10/2021 06:,20.59
28/10/2021 07:,20.5925
28/10/2021 08:,20.1475
28/10/2021 09:,18.535
28/10/2021 10:,18.5975
28/10/2021 11:,21.14
28/10/2021 12:,21.3525
28/10/2021 13:,21.485
28/10/2021 14:,21.6125
28/10/2021 15:,21.6525
28/10/2021 16:,21.565
28/10/2021 17:,21.5225
28/10/2021 18:,21.41
28/10/2021 19:,21.3
28/10/2021 20:,21.23
28/10/2021 21:,21.17
28/10/2021 22:,21.0725
28/10/2021 23:,21.0275
29/10/2021 00:,20.955
29/10/2021 01:,20.9071428571429
29/10/2021 02:,20.7757142857143
29/10/2021 03:,20.71
29/10/2021 04:,20.71
29/10/2021 05:,20.655
29/10/2021 06:,20.6
29/10/2021 07:,20.595
29/10/2021 08:,20.61
29/10/2021 09:,20.73
29/10/2021 10:,20.955
29/10/2021 11:,21.2
29/10/2021 12:,21.39
29/10/2021 13:,21.57
29/10/2021 14:,21.69
29/10/2021 15:,21.695
29/10/2021 16:,21.685
29/10/2021 17:,21.62
29/10/2021 18:,21.53
29/10/2021 19:,21.47
29/10/2021 20:,21.435
29/10/2021 21:,21.38
29/10/2021 22:,21.325
29/10/2021 23:,21.315
30/10/2021 00:,21.255
30/10/2021 01:,21.2
30/10/2021 02:,21.2
30/10/2021 03:,21.165
30/10/2021 04:,21.105
30/10/2021 05:,21.08
30/10/2021 06:,21.05
30/10/2021 07:,20.99
30/10/2021 08:,20.96
30/10/2021 09:,21.02
30/10/2021 10:,21.2
30/10/2021 11:,21.44
30/10/2021 12:,21.64
30/10/2021 13:,21.82
30/10/2021 14:,21.925
30/10/2021 15:,21.93
30/10/2021 16:,21.87
30/10/2021 17:,21.745
30/10/2021 18:,21.62
30/10/2021 19:,21.505
30/10/2021 20:,21.445
30/10/2021 21:,21.38
30/10/2021 22:,21.32
30/10/2021 23:,21.265
31/10/2021 00:,21.205
31/10/2021 01:,21.185
31/10/2021 02:,21.11
31/10/2021 03:,21.085
31/10/2021 04:,21.08
31/10/2021 05:,21.075
31/10/2021 06:,21.02
31/10/2021 07:,20.965
31/10/2021 08:,21
31/10/2021 09:,21.06
31/10/2021 10:,21.14
31/10/2021 11:,21.245
31/10/2021 12:,21.305
31/10/2021 13:,21.32
31/10/2021 14:,21.32
31/10/2021 15:,21.32
31/10/2021 16:,21.32
31/10/2021 17:,21.32
31/10/2021 18:,21.305
31/10/2021 19:,21.2675
31/10/2021 20:,21.2225
31/10/2021 21:,21.2
31/10/2021 22:,21.2
31/10/2021 23:,21.2
01/11/2021 00:,21.2
01/11/2021 01:,21.2
01/11/2021 02:,21.2
01/11/2021 03:,21.2
01/11/2021 04:,21.2
01/11/2021 05:,21.2
01/11/2021 06:,21.2
01/11/2021 07:,21.195
01/11/2021 08:,21.19
01/11/2021 09:,21.195
01/11/2021 10:,21.215
01/11/2021 11:,21.27
01/11/2021 12:,21.315
01/11/2021 13:,21.32
01/11/2021 14:,21.32
01/11/2021 15:,21.32
01/11/2021 16:,21.32
01/11/2021 17:,21.32
01/11/2021 18:,21.32
01/11/2021 19:,21.32
01/11/2021 20:,21.32
01/11/2021 21:,21.32
01/11/2021 22:,21.23
01/11/2021 23:,21.1775
02/11/2021 00:,21.1025
02/11/2021 01:,21.08
02/11/2021 02:,21.02
02/11/2021 03:,20.97
02/11/2021 04:,20.96
02/11/2021 05:,20.8775
02/11/2021 06:,20.8425
02/11/2021 07:,20.84
02/11/2021 08:,20.84
02/11/2021 09:,20.93
02/11/2021 10:,21.14
02/11/2021 11:,21.38
02/11/2021 12:,21.62
02/11/2021 13:,21.77
02/11/2021 14:,21.8975
02/11/2021 15:,21.93
02/11/2021 16:,21.8325
02/11/2021 17:,21.71
02/11/2021 18:,21.59
02/11/2021 19:,21.4625
02/11/2021 20:,21.3475
02/11/2021 21:,21.23
02/11/2021 22:,21.1475
02/11/2021 23:,21.0925
03/11/2021 00:,21.0275
03/11/2021 01:,20.98
03/11/2021 02:,20.9625
03/11/2021 03:,20.96
03/11/2021 04:,20.96
03/11/2021 05:,20.96
03/11/2021 06:,20.9525
03/11/2021 07:,20.9575
03/11/2021 08:,20.96
03/11/2021 09:,20.96
03/11/2021 10:,21.0285714285714
03/11/2021 11:,21.12
03/11/2021 12:,21.21
03/11/2021 13:,21.32
03/11/2021 14:,21.38
03/11/2021 15:,21.44
03/11/2021 16:,21.44
03/11/2021 17:,21.44
03/11/2021 18:,21.33
03/11/2021 19:,21.32
03/11/2021 20:,21.32
03/11/2021 21:,21.32
03/11/2021 22:,21.32
03/11/2021 23:,21.2
04/11/2021 00:,21.08
04/11/2021 01:,20.97
04/11/2021 02:,20.92
04/11/2021 03:,20.82
04/11/2021 04:,20.72
04/11/2021 05:,20.71
04/11/2021 06:,20.71
04/11/2021 07:,20.66
04/11/2021 08:,20.6
04/11/2021 09:,20.72
04/11/2021 10:,20.86
04/11/2021 11:,20.96
04/11/2021 12:,21.08
04/11/2021 13:,21.19
04/11/2021 14:,21.2
04/11/2021 15:,21.29
04/11/2021 16:,21.21
04/11/2021 17:,21.14
04/11/2021 18:,21.08
04/11/2021 19:,20.96
04/11/2021 20:,20.96
04/11/2021 21:,20.85
04/11/2021 22:,20.84
04/11/2021 23:,20.74
05/11/2021 00:,20.72
05/11/2021 01:,20.71
05/11/2021 02:,20.61
05/11/2021 03:,20.6
05/11/2021 04:,20.6
05/11/2021 05:,20.55
05/11/2021 06:,20.55
05/11/2021 07:,20.48
05/11/2021 08:,20.49
05/11/2021 09:,20.59
05/11/2021 10:,20.72
05/11/2021 11:,20.84
05/11/2021 12:,20.96
05/11/2021 13:,21.08
05/11/2021 14:,21.13
05/11/2021 15:,21.08
05/11/2021 16:,20.98
05/11/2021 17:,20.96
05/11/2021 18:,20.87
05/11/2021 19:,20.86
05/11/2021 20:,20.83
05/11/2021 21:,20.79
05/11/2021 22:,20.74
05/11/2021 23:,20.72
06/11/2021 00:,20.72
06/11/2021 01:,20.66
06/11/2021 02:,20.6
06/11/2021 03:,20.59
06/11/2021 04:,20.6
06/11/2021 05:,20.63
06/11/2021 06:,20.6
06/11/2021 07:,20.59
06/11/2021 08:,20.59
06/11/2021 09:,20.6
06/11/2021 10:,20.74
06/11/2021 11:,20.96
06/11/2021 12:,21.08
06/11/2021 13:,21.31
06/11/2021 14:,21.4
06/11/2021 15:,21.43
06/11/2021 16:,21.32
06/11/2021 17:,21.2
06/11/2021 18:,21.07
06/11/2021 19:,20.95
06/11/2021 20:,20.83
06/11/2021 21:,20.83
06/11/2021 22:,20.72
06/11/2021 23:,20.72
07/11/2021 00:,20.71
07/11/2021 01:,20.5936363636364
07/11/2021 02:,20.4772727272727
07/11/2021 03:,20.41
07/11/2021 04:,20.47
07/11/2021 05:,20.47
07/11/2021 06:,20.4725
07/11/2021 07:,20.5025
07/11/2021 08:,20.5775
07/11/2021 09:,20.6575
07/11/2021 10:,20.8675
07/11/2021 11:,21.035
07/11/2021 12:,21.2325
07/11/2021 13:,21.3575
07/11/2021 14:,21.44
07/11/2021 15:,21.44
07/11/2021 16:,21.44
07/11/2021 17:,21.44
07/11/2021 18:,21.44
07/11/2021 19:,21.44
07/11/2021 20:,21.44
07/11/2021 21:,21.44
07/11/2021 22:,21.44
07/11/2021 23:,21.44
08/11/2021 00:,21.44
08/11/2021 01:,21.435
08/11/2021 02:,21.395
08/11/2021 03:,21.32
08/11/2021 04:,21.2975
08/11/2021 05:,21.2225
08/11/2021 06:,21.1725
08/11/2021 07:,21.085
08/11/2021 08:,21.0725
08/11/2021 09:,21.11
08/11/2021 10:,21.23
08/11/2021 11:,21.3525
08/11/2021 12:,21.4775
08/11/2021 13:,21.5925
08/11/2021 14:,21.6875
08/11/2021 15:,21.68
08/11/2021 16:,21.65
08/11/2021 17:,21.535
08/11/2021 18:,21.445
08/11/2021 19:,21.3775
08/11/2021 20:,21.2825
08/11/2021 21:,21.17
08/11/2021 22:,21.08
08/11/2021 23:,21.08
09/11/2021 00:,21.05
09/11/2021 01:,20.93
09/11/2021 02:,20.815
09/11/2021 03:,20.735
09/11/2021 04:,20.69
09/11/2021 05:,20.6025
09/11/2021 06:,20.6075
09/11/2021 07:,20.6
09/11/2021 08:,20.5975
09/11/2021 09:,20.62
09/11/2021 10:,20.7425
09/11/2021 11:,20.87
09/11/2021 12:,20.99
09/11/2021 13:,21.11
09/11/2021 14:,21.2
09/11/2021 15:,21.2
09/11/2021 16:,21.2
09/11/2021 17:,21.17
09/11/2021 18:,21.08
09/11/2021 19:,21.0625
09/11/2021 20:,20.9975
09/11/2021 21:,20.96
09/11/2021 22:,20.96
09/11/2021 23:,20.96
10/11/2021 00:,20.935
10/11/2021 01:,20.855
10/11/2021 02:,20.84
10/11/2021 03:,20.8375
10/11/2021 04:,20.8175
10/11/2021 05:,20.775
10/11/2021 06:,20.78
10/11/2021 07:,20.84
10/11/2021 08:,20.84
10/11/2021 09:,20.87
10/11/2021 10:,21.01
10/11/2021 11:,21.1725
10/11/2021 12:,21.2375
10/11/2021 13:,21.3325
10/11/2021 14:,21.3875
10/11/2021 15:,21.44
10/11/2021 16:,21.43
10/11/2021 17:,21.38
10/11/2021 18:,21.32
10/11/2021 19:,21.2975
10/11/2021 20:,21.2225
10/11/2021 21:,21.2
10/11/2021 22:,21.175
10/11/2021 23:,21.095
11/11/2021 00:,21.08
11/11/2021 01:,21.08
11/11/2021 02:,21.0825
11/11/2021 03:,21.0875
11/11/2021 04:,21.08
11/11/2021 05:,21.08
11/11/2021 06:,21.08
11/11/2021 07:,21.08
11/11/2021 08:,21.095
11/11/2021 09:,21.155
11/11/2021 10:,21.23
11/11/2021 11:,21.33
11/11/2021 12:,21.3825
11/11/2021 13:,21.4775
11/11/2021 14:,21.56
11/11/2021 15:,21.56
11/11/2021 16:,21.56
11/11/2021 17:,21.5575
11/11/2021 18:,21.5275
11/11/2021 19:,21.455
11/11/2021 20:,21.4425
11/11/2021 21:,21.4225
11/11/2021 22:,21.335
11/11/2021 23:,21.32
12/11/2021 00:,21.315
12/11/2021 01:,21.275
12/11/2021 02:,21.2025
12/11/2021 03:,21.195
12/11/2021 04:,21.1325
12/11/2021 05:,21.08
12/11/2021 06:,21.0725
12/11/2021 07:,21.0275
12/11/2021 08:,20.9875
12/11/2021 09:,21.0725
12/11/2021 10:,21.11
12/11/2021 11:,21.23
12/11/2021 12:,21.3475
12/11/2021 13:,21.4325
12/11/2021 14:,21.47
12/11/2021 15:,21.56
12/11/2021 16:,21.56
12/11/2021 17:,21.5325
12/11/2021 18:,21.4475
12/11/2021 19:,21.4125
12/11/2021 20:,21.3275
12/11/2021 21:,21.29
12/11/2021 22:,21.2
12/11/2021 23:,21.1975
13/11/2021 00:,21.1625
13/11/2021 01:,21.08
13/11/2021 02:,21.08
13/11/2021 03:,21.0525
13/11/2021 04:,20.9675
13/11/2021 05:,20.96
13/11/2021 06:,20.96
13/11/2021 07:,20.96
13/11/2021 08:,20.96
13/11/2021 09:,20.96
13/11/2021 10:,21.08
13/11/2021 11:,21.32
13/11/2021 12:,21.56
13/11/2021 13:,21.69
13/11/2021 14:,21.8
13/11/2021 15:,21.81
13/11/2021 16:,21.68
13/11/2021 17:,21.56
13/11/2021 18:,21.46
13/11/2021 19:,21.43
13/11/2021 20:,21.32
13/11/2021 21:,21.32
13/11/2021 22:,21.2
13/11/2021 23:,21.19
14/11/2021 00:,21.08
14/11/2021 01:,21.06
14/11/2021 02:,20.96
14/11/2021 03:,20.95
14/11/2021 04:,20.86
14/11/2021 05:,20.84
14/11/2021 06:,20.84
14/11/2021 07:,20.84
14/11/2021 08:,20.84
14/11/2021 09:,20.87
14/11/2021 10:,20.81
14/11/2021 11:,20.75
14/11/2021 12:,20.7066666666667
14/11/2021 13:,20.68
14/11/2021 14:,20.81
14/11/2021 15:,20.84
14/11/2021 16:,20.84
14/11/2021 17:,20.84
14/11/2021 18:,20.83
14/11/2021 19:,20.84
14/11/2021 20:,20.84
14/11/2021 21:,20.72
14/11/2021 22:,20.72
14/11/2021 23:,20.72
15/11/2021 00:,20.74
15/11/2021 01:,20.72
15/11/2021 02:,20.72
15/11/2021 03:,20.67
15/11/2021 04:,20.59
15/11/2021 05:,20.51
15/11/2021 06:,20.465
15/11/2021 07:,20.465
15/11/2021 08:,20.47
15/11/2021 09:,20.52
15/11/2021 10:,20.645
15/11/2021 11:,20.83
15/11/2021 12:,21.005
15/11/2021 13:,21.1025
15/11/2021 14:,21.1675
15/11/2021 15:,21.2
15/11/2021 16:,21.2
15/11/2021 17:,21.2
15/11/2021 18:,21.14
15/11/2021 19:,20.8475
15/11/2021 20:,20.3825
15/11/2021 21:,20.495
15/11/2021 22:,20.835
15/11/2021 23:,20.78
16/11/2021 00:,20.725
16/11/2021 01:,20.72
16/11/2021 02:,20.715
16/11/2021 03:,20.715
16/11/2021 04:,20.715
16/11/2021 05:,20.71
16/11/2021 06:,20.655
16/11/2021 07:,20.6
16/11/2021 08:,20.6
16/11/2021 09:,20.6
16/11/2021 10:,20.605
